90~
24~
5~
10	
14	
19	
17	
13	
13	
22	
19	
12	
21	
16	
17	
21	
16	
10	
11	
19	
17	
24	
11	
16	
18	
11	
24	
20	
24	
20	
10	
15	
11	
20	
10	
20	
17	
14	
18	
21	
23	
15	
14	
15	
20	
23	
22	
24	
23	
12	
23	
25	
22	
24	
11	
20	
15	
20	
24	
15	
22	
12	
18	
20	
21	
14	
14	
24	
19	
11	
20	
13	
22	
23	
15	
12	
22	
15	
14	
13	
11	
18	
16	
22	
17	
16	
10	
13	
18	
16	
24	
10	
17	~
1800000000	
1200000000	
1800000000	
2300000000	
1300000000	
1200000000	
1000000000	
2000000000	
1000000000	
1400000000	
2500000000	
2200000000	
1300000000	
2000000000	
1200000000	
2000000000	
2300000000	
2400000000	
1500000000	
1700000000	
2000000000	
2100000000	
1700000000	
1500000000	
1400000000	
1100000000	
1700000000	
1200000000	
1600000000	
2400000000	
1800000000	
2400000000	
1100000000	
2500000000	
1100000000	
1500000000	
2200000000	
1900000000	
1700000000	
1400000000	
1200000000	
1400000000	
1200000000	
1500000000	
1100000000	
2300000000	
2500000000	
1300000000	
2100000000	
1000000000	
1900000000	
2000000000	
1000000000	
1000000000	
1200000000	
2300000000	
1400000000	
1800000000	
1800000000	
1900000000	
1500000000	
1600000000	
1600000000	
2500000000	
1000000000	
1600000000	
2200000000	
1900000000	
1400000000	
2400000000	
1100000000	
1500000000	
2400000000	
2000000000	
2000000000	
1700000000	
1200000000	
2500000000	
2400000000	
1600000000	
2300000000	
1500000000	
1500000000	
2200000000	
1100000000	
2500000000	
1000000000	
1400000000	
1000000000	
1700000000	~
179	
150	
165	
208	
238	
234	
120	
118	
234	
198	
106	
176	
235	
158	
144	
135	
130	
157	
189	
140	
358	
388	
280	
282	~
5.000000e-13	
7.000000e-13	
5.000000e-13	
7.000000e-13	
8.000000e-13	
8.000000e-13	
5.000000e-13	
9.000000e-13	
6.000000e-13	
8.000000e-13	
8.000000e-13	
9.000000e-13	
5.000000e-13	
1.000000e-12	
7.000000e-13	
7.000000e-13	
6.000000e-13	
8.000000e-13	
6.000000e-13	
7.000000e-13	
1.420000e-11	
1.650000e-11	
1.300000e-11	
1.290000e-11	~
13	
16	
17	
20	
20	
13	
12	
20	
13	
16	
20	
10	
12	
14	
16	
19	
12	
20	
14	
18	
24	
22	
21	
23	~
5	
0	
0	
0	
0	
0	
4	
0	
1	
0	
0	
0	
0	
0	
0	
0	
0	
0	
0	
0	
4	
2	
2	
4	~
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
