90~
94~
6~
24	
22	
21	
10	
11	
11	
22	
25	
20	
12	
21	
11	
11	
20	
15	
20	
21	
19	
21	
13	
21	
25	
23	
11	
15	
15	
20	
19	
22	
15	
13	
11	
22	
13	
16	
18	
13	
20	
17	
12	
22	
11	
14	
13	
18	
11	
16	
11	
11	
22	
14	
19	
25	
16	
21	
22	
16	
20	
11	
24	
12	
14	
22	
17	
22	
16	
14	
10	
20	
16	
17	
19	
10	
15	
22	
21	
12	
12	
11	
10	
16	
20	
21	
18	
11	
20	
12	
12	
11	
12	~
1200000000	
1300000000	
1500000000	
1500000000	
1300000000	
1400000000	
2400000000	
2100000000	
1800000000	
1200000000	
1300000000	
1100000000	
2400000000	
2100000000	
1800000000	
1500000000	
1200000000	
1900000000	
2500000000	
1200000000	
1400000000	
1600000000	
1100000000	
2000000000	
1600000000	
2500000000	
1600000000	
1900000000	
1200000000	
1600000000	
1200000000	
2200000000	
2300000000	
1500000000	
2000000000	
1400000000	
1800000000	
2300000000	
1900000000	
1500000000	
1400000000	
1700000000	
1600000000	
1500000000	
1800000000	
2100000000	
1600000000	
1600000000	
1100000000	
1000000000	
1400000000	
1500000000	
2000000000	
2500000000	
2400000000	
1700000000	
1300000000	
2200000000	
2200000000	
2100000000	
2100000000	
1100000000	
2000000000	
1700000000	
1300000000	
1100000000	
2300000000	
1200000000	
1200000000	
2000000000	
2400000000	
1800000000	
2100000000	
1200000000	
2500000000	
1800000000	
2000000000	
1000000000	
2200000000	
2100000000	
1100000000	
1800000000	
1500000000	
1800000000	
1600000000	
1600000000	
1200000000	
1400000000	
1000000000	
2400000000	~
142	
235	
224	
158	
175	
204	
225	
192	
186	
149	
168	
207	
233	
208	
102	
201	
166	
166	
117	
223	
149	
137	
151	
156	
182	
184	
159	
160	
177	
199	
243	
209	
160	
225	
120	
109	
112	
124	
148	
145	
101	
181	
114	
122	
195	
229	
247	
186	
250	
183	
177	
149	
164	
174	
110	
234	
109	
165	
224	
159	
192	
223	
233	
240	
128	
139	
235	
189	
176	
192	
223	
180	
130	
168	
164	
245	
193	
205	
208	
152	
178	
184	
123	
184	
204	
164	
226	
210	
154	
168	
324	
333	
367	
412	~
7.000000e-12	
1.000000e-11	
5.000000e-12	
9.000000e-12	
8.000000e-12	
9.000000e-12	
7.000000e-12	
9.000000e-12	
1.000000e-11	
6.000000e-12	
8.000000e-12	
1.000000e-11	
8.000000e-12	
6.000000e-12	
8.000000e-12	
7.000000e-12	
9.000000e-12	
7.000000e-12	
7.000000e-12	
9.000000e-12	
1.000000e-11	
6.000000e-12	
1.000000e-11	
9.000000e-12	
1.000000e-11	
5.000000e-12	
7.000000e-12	
8.000000e-12	
6.000000e-12	
6.000000e-12	
9.000000e-12	
8.000000e-12	
8.000000e-12	
8.000000e-12	
5.000000e-12	
7.000000e-12	
7.000000e-12	
6.000000e-12	
9.000000e-12	
1.000000e-11	
6.000000e-12	
9.000000e-12	
5.000000e-12	
1.000000e-11	
5.000000e-12	
8.000000e-12	
7.000000e-12	
9.000000e-12	
8.000000e-12	
7.000000e-12	
1.000000e-11	
7.000000e-12	
7.000000e-12	
1.000000e-11	
5.000000e-12	
1.000000e-11	
6.000000e-12	
9.000000e-12	
8.000000e-12	
9.000000e-12	
7.000000e-12	
8.000000e-12	
9.000000e-12	
5.000000e-12	
5.000000e-12	
1.000000e-11	
8.000000e-12	
6.000000e-12	
7.000000e-12	
5.000000e-12	
6.000000e-12	
6.000000e-12	
6.000000e-12	
5.000000e-12	
7.000000e-12	
5.000000e-12	
1.000000e-11	
5.000000e-12	
1.000000e-11	
7.000000e-12	
5.000000e-12	
7.000000e-12	
9.000000e-12	
9.000000e-12	
8.000000e-12	
9.000000e-12	
1.000000e-11	
5.000000e-12	
6.000000e-12	
5.000000e-12	
1.130000e-10	
1.030000e-10	
1.940000e-10	
1.300000e-10	~
12	
17	
