42~
24~
3~
113	
140	
123	
142	
166	
179	
169	
232	
178	
242	
196	
244	
136	
202	
143	
201	
204	
110	
138	
133	
200	
227	
152	
217	
201	
101	
190	
158	
238	
100	
169	
164	
169	
216	
148	
218	
171	
105	
126	
208	
171	
123	~
1500000000	
1900000000	
1300000000	
2100000000	
1300000000	
2400000000	
1400000000	
2200000000	
1300000000	
1400000000	
1100000000	
1900000000	
2000000000	
1800000000	
1600000000	
2000000000	
2000000000	
2000000000	
2000000000	
2500000000	
1300000000	
2100000000	
1300000000	
1100000000	
1900000000	
1700000000	
1700000000	
2000000000	
2200000000	
1500000000	
2000000000	
1600000000	
2300000000	
2300000000	
1400000000	
1900000000	
1900000000	
1800000000	
2300000000	
1400000000	
1500000000	
1100000000	~
227	
283	
238	
173	
180	
211	
263	
274	
269	
198	
230	
163	
166	
170	
252	
224	
178	
224	
172	
158	
253	
204	
261	
209	~
1.000000e-11	
8.000000e-12	
1.000000e-11	
9.000000e-12	
8.000000e-12	
9.000000e-12	
1.000000e-11	
1.000000e-11	
5.000000e-12	
1.000000e-11	
8.000000e-12	
1.000000e-11	
8.000000e-12	
7.000000e-12	
9.000000e-12	
6.000000e-12	
7.000000e-12	
1.000000e-11	
8.000000e-12	
1.000000e-11	
1.690000e-10	
1.710000e-10	
1.440000e-10	
1.010000e-10	~
18	
16	
12	
17	
10	
16	
17	
18	
19	
20	
18	
16	
20	
16	
10	
11	
19	
15	
19	
12	
26	
28	
25	
24	~
0	
0	
0	
0	
0	
0	
0	
0	
0	
0	
0	
0	
0	
1	
0	
0	
0	
0	
0	
0	
1	
0	
3	
2	~
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
