180~
24~
10~
13	22	16	23	12	21	12	23	18	25	11	24	15	11	25	20	16	19	15	13	10	12	15	24	17	20	16	23	22	12	11	20	16	11	19	19	24	19	17	19	25	18	15	25	25	24	21	20	21	16	16	13	24	25	25	11	10	12	18	11	10	11	19	10	20	19	11	13	15	12	21	17	10	20	24	12	22	14	10	18	24	22	16	21	17	17	25	19	22	21	12	21	16	12	20	17	11	18	15	23	10	13	24	13	15	15	22	19	23	11	13	20	11	21	19	22	12	21	22	24	16	12	14	15	17	15	20	25	14	13	24	24	14	11	22	12	17	17	19	12	19	12	11	17	14	25	18	17	14	17	22	12	10	21	19	16	24	17	24	17	24	21	21	10	18	16	20	18	13	18	23	10	12	22	10	12	15	24	19	10	~
14000000000	13000000000	14000000000	10000000000	23000000000	22000000000	21000000000	23000000000	22000000000	11000000000	16000000000	10000000000	10000000000	10000000000	12000000000	12000000000	18000000000	16000000000	19000000000	14000000000	19000000000	19000000000	11000000000	11000000000	10000000000	12000000000	18000000000	23000000000	14000000000	13000000000	11000000000	25000000000	13000000000	20000000000	13000000000	13000000000	21000000000	12000000000	23000000000	11000000000	25000000000	20000000000	14000000000	23000000000	10000000000	22000000000	24000000000	19000000000	21000000000	17000000000	22000000000	10000000000	13000000000	11000000000	12000000000	25000000000	23000000000	12000000000	20000000000	10000000000	12000000000	12000000000	20000000000	23000000000	23000000000	17000000000	22000000000	14000000000	25000000000	25000000000	11000000000	15000000000	14000000000	13000000000	22000000000	15000000000	12000000000	12000000000	24000000000	25000000000	18000000000	10000000000	16000000000	11000000000	25000000000	14000000000	24000000000	24000000000	22000000000	24000000000	10000000000	25000000000	11000000000	14000000000	17000000000	25000000000	19000000000	14000000000	12000000000	12000000000	14000000000	16000000000	16000000000	16000000000	19000000000	17000000000	10000000000	10000000000	16000000000	25000000000	18000000000	24000000000	15000000000	14000000000	24000000000	22000000000	16000000000	24000000000	16000000000	17000000000	16000000000	17000000000	21000000000	11000000000	21000000000	12000000000	17000000000	14000000000	19000000000	13000000000	25000000000	11000000000	12000000000	19000000000	14000000000	12000000000	13000000000	25000000000	14000000000	13000000000	20000000000	10000000000	11000000000	14000000000	13000000000	21000000000	21000000000	23000000000	18000000000	19000000000	18000000000	23000000000	17000000000	16000000000	19000000000	14000000000	11000000000	15000000000	13000000000	20000000000	22000000000	16000000000	19000000000	14000000000	17000000000	15000000000	23000000000	21000000000	12000000000	11000000000	18000000000	21000000000	23000000000	21000000000	24000000000	12000000000	13000000000	24000000000	17000000000	12000000000	~
299	200	183	202	163	245	207	283	214	284	183	270	279	214	238	163	187	239	228	288	213	166	233	166	~
8.000000e-12	7.000000e-12	8.000000e-12	5.000000e-12	5.000000e-12	9.000000e-12	6.000000e-12	5.000000e-12	1.000000e-11	5.000000e-12	5.000000e-12	8.000000e-12	7.000000e-12	5.000000e-12	5.000000e-12	6.000000e-12	5.000000e-12	8.000000e-12	7.000000e-12	5.000000e-12	6.000000e-12	5.000000e-12	6.000000e-12	7.000000e-12	~
14	19	16	18	20	16	15	15	16	18	16	17	14	17	11	19	12	13	13	20	39	38	36	21	~
0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	8	0	4	0	0	4	4	4	10	~
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
