132~
24~
7~
14	
15	
21	
11	
14	
17	
19	
14	
16	
14	
24	
20	
12	
20	
10	
22	
10	
16	
20	
10	
16	
12	
19	
13	
16	
24	
10	
20	
14	
23	
14	
16	
25	
23	
24	
24	
12	
15	
21	
20	
23	
13	
15	
13	
10	
20	
14	
10	
14	
11	
11	
19	
10	
23	
11	
17	
12	
16	
23	
20	
25	
16	
16	
22	
24	
20	
12	
15	
14	
13	
21	
14	
25	
23	
19	
24	
14	
20	
20	
14	
19	
11	
22	
24	
20	
10	
25	
10	
13	
16	
16	
12	
25	
12	
22	
20	
14	
11	
25	
23	
12	
16	
17	
21	
24	
25	
21	
19	
23	
16	
24	
22	
24	
16	
11	
24	
19	
22	
19	
25	
12	
21	
12	
11	
20	
18	
22	
10	
10	
19	
22	
12	~
1800000000	
1900000000	
1900000000	
1000000000	
1400000000	
1200000000	
1800000000	
2100000000	
2400000000	
1000000000	
2300000000	
2300000000	
1700000000	
1500000000	
1100000000	
1200000000	
2000000000	
1900000000	
2000000000	
1700000000	
2200000000	
1700000000	
2400000000	
1100000000	
2000000000	
2200000000	
1500000000	
1800000000	
2300000000	
1800000000	
2200000000	
1900000000	
2400000000	
1700000000	
1100000000	
2400000000	
1600000000	
1800000000	
2100000000	
1000000000	
1500000000	
2200000000	
1000000000	
1000000000	
1400000000	
1500000000	
2200000000	
1300000000	
1600000000	
2100000000	
2300000000	
1800000000	
2400000000	
2400000000	
1900000000	
2400000000	
2400000000	
1500000000	
2500000000	
2400000000	
1500000000	
2200000000	
1500000000	
1200000000	
2100000000	
2000000000	
1900000000	
1300000000	
1400000000	
2200000000	
1900000000	
1400000000	
1400000000	
1300000000	
1800000000	
1900000000	
1100000000	
1200000000	
1800000000	
1800000000	
1800000000	
1100000000	
1200000000	
1600000000	
2100000000	
2200000000	
2000000000	
1900000000	
2500000000	
1800000000	
1400000000	
1300000000	
1300000000	
1700000000	
1900000000	
2400000000	
1500000000	
1400000000	
1900000000	
1300000000	
1200000000	
1000000000	
1800000000	
1000000000	
1800000000	
1800000000	
1100000000	
1600000000	
2200000000	
1900000000	
1600000000	
1800000000	
1600000000	
1100000000	
2200000000	
2200000000	
1900000000	
1900000000	
1900000000	
1900000000	
1300000000	
2200000000	
2100000000	
2100000000	
1200000000	
1000000000	
2100000000	
2200000000	
1900000000	
1000000000	
1500000000	
2400000000	~
198	
206	
170	
248	
153	
185	
297	
292	
298	
160	
179	
213	
231	
219	
244	
225	
269	
257	
235	
173	
264	
294	
175	
207	~
8.000000e-12	
1.000000e-11	
1.000000e-11	
9.000000e-12	
6.000000e-12	
1.000000e-11	
5.000000e-12	
9.000000e-12	
5.000000e-12	
8.000000e-12	
5.000000e-12	
1.000000e-11	
6.000000e-12	
5.000000e-12	
6.000000e-12	
9.000000e-12	
6.000000e-12	
1.000000e-11	
5.000000e-12	
7.000000e-12	
1.090000e-10	
1.940000e-10	
1.810000e-10	
1.730000e-10	~
17	
14	
10	
16	
12	
16	
14	
18	
19	
18	
17	
14	
17	
10	
14	
14	
14	
13	
12	
18	
36	
32	
27	
23	~
0	
0	
0	
