90~
24~
4~
18	12	21	15	12	25	21	23	20	21	18	13	17	18	23	13	18	22	15	18	21	13	20	10	18	19	10	24	23	22	22	15	12	15	20	24	11	21	10	22	17	10	23	12	11	14	15	19	20	25	25	22	14	25	16	13	20	10	10	12	13	21	17	23	16	23	21	19	12	18	17	16	11	14	15	16	12	15	14	23	15	23	14	22	19	10	21	10	20	24	~
16000000000	20000000000	19000000000	13000000000	22000000000	14000000000	24000000000	14000000000	18000000000	15000000000	13000000000	18000000000	11000000000	12000000000	11000000000	14000000000	23000000000	18000000000	23000000000	25000000000	15000000000	13000000000	18000000000	15000000000	23000000000	14000000000	23000000000	19000000000	21000000000	15000000000	10000000000	13000000000	18000000000	10000000000	18000000000	14000000000	21000000000	24000000000	10000000000	15000000000	16000000000	11000000000	11000000000	11000000000	24000000000	25000000000	16000000000	15000000000	18000000000	22000000000	22000000000	23000000000	22000000000	10000000000	24000000000	10000000000	10000000000	21000000000	18000000000	18000000000	18000000000	11000000000	13000000000	11000000000	25000000000	11000000000	10000000000	20000000000	15000000000	12000000000	20000000000	21000000000	22000000000	14000000000	16000000000	16000000000	19000000000	22000000000	25000000000	12000000000	14000000000	16000000000	25000000000	15000000000	24000000000	13000000000	13000000000	25000000000	25000000000	20000000000	~
294	201	294	201	159	242	233	286	180	268	202	296	276	257	182	152	181	231	166	278	205	162	160	168	~
1.000000e-11	7.000000e-12	7.000000e-12	5.000000e-12	6.000000e-12	7.000000e-12	6.000000e-12	9.000000e-12	1.000000e-11	8.000000e-12	6.000000e-12	1.000000e-11	5.000000e-12	8.000000e-12	1.000000e-11	8.000000e-12	1.000000e-11	6.000000e-12	8.000000e-12	1.000000e-11	9.000000e-12	6.000000e-12	6.000000e-12	5.000000e-12	~
12	19	11	14	19	17	15	16	10	12	10	19	10	16	11	16	16	18	13	20	35	31	31	35	~
0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	3	2	0	0	0	2	1	3	4	~
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
